holiday,temperature,rain,snow,clouds,weather_condition,weather_description,datetime,station_name,traffic_volume
True,3.4,0.0,0.2,80,Snow,Heavy Snowfall,2024-03-27T05:00:00,Station B,113
True,8.1,0.0,3.0,20,Snow,Heavy Snowfall,2024-03-27T06:00:00,Station A,899
True,4.7,9.5,0.0,67,Rain,Heavy Rain,2024-03-27T07:00:00,Station C,1402
False,-1.7,6.5,0.0,72,Rain,Light Rain,2024-03-27T08:00:00,Station B,1342
False,-9.9,0.0,3.4,69,Snow,Light Snow,2024-03-27T09:00:00,Station A,1278
True,7.6,0.0,0.2,51,Snow,Light Snow,2024-03-27T10:00:00,Station B,323
True,18.6,0.0,5.0,7,Snow,Heavy Snowfall,2024-03-27T11:00:00,Station A,912
True,-0.2,8.0,0.0,34,Rain,Drizzle,2024-03-27T12:00:00,Station C,831
True,20.6,8.8,0.0,66,Rain,Light Rain,2024-03-27T13:00:00,Station C,62
False,31.9,1.4,0.0,84,Rain,Light Rain,2024-03-27T14:00:00,Station A,382
True,-5.9,0.0,0.0,74,Clear,Clear skies,2024-03-27T15:00:00,Station D,369
False,-1.8,0.0,0.0,1,Cloudy,Partly Cloudy,2024-03-27T16:00:00,Station C,595
True,7.0,0.0,0.0,78,Cloudy,Overcast,2024-03-27T17:00:00,Station A,969
False,4.3,0.0,0.0,48,Cloudy,Overcast,2024-03-27T18:00:00,Station C,1462
True,21.4,4.2,0.0,28,Rain,Drizzle,2024-03-27T19:00:00,Station C,1076
False,32.4,6.8,0.0,99,Rain,Drizzle,2024-03-27T20:00:00,Station D,547
False,5.9,0.0,0.0,15,Cloudy,Partly Cloudy,2024-03-27T21:00:00,Station C,1217
True,32.3,4.0,0.0,35,Rain,Light Rain,2024-03-27T22:00:00,Station B,361
False,7.2,0.0,3.0,4,Snow,Snow Showers,2024-03-27T23:00:00,Station B,1329
False,16.2,0.0,0.0,47,Cloudy,Mostly Cloudy,2024-03-28T00:00:00,Station A,1211
True,-7.7,0.0,0.0,95,Cloudy,Mostly Cloudy,2024-03-28T01:00:00,Station B,575
True,33.3,0.0,0.0,21,Cloudy,Overcast,2024-03-28T02:00:00,Station D,1204
False,-6.7,0.0,4.7,50,Snow,Light Snow,2024-03-28T03:00:00,Station D,1244
True,17.5,5.9,0.0,48,Rain,Drizzle,2024-03-28T04:00:00,Station B,1280
False,23.8,0.0,0.0,41,Cloudy,Mostly Cloudy,2024-03-28T05:00:00,Station B,1027
False,17.5,0.0,3.9,57,Snow,Light Snow,2024-03-28T06:00:00,Station D,75
True,-2.2,5.2,0.0,67,Rain,Light Rain,2024-03-28T07:00:00,Station B,565
True,13.8,0.0,0.0,77,Cloudy,Overcast,2024-03-28T08:00:00,Station C,438
False,-8.7,0.0,1.4,1,Snow,Snow Showers,2024-03-28T09:00:00,Station B,151
True,23.4,0.0,0.0,39,Clear,Sunny,2024-03-28T10:00:00,Station B,1404
True,3.5,0.0,0.0,27,Clear,Bright day,2024-03-28T11:00:00,Station C,84
True,30.6,8.4,0.0,19,Rain,Light Rain,2024-03-28T12:00:00,Station D,1012
True,7.3,1.6,0.0,85,Rain,Heavy Rain,2024-03-28T13:00:00,Station D,1416
True,33.6,6.5,0.0,79,Rain,Light Rain,2024-03-28T14:00:00,Station A,163
False,15.7,0.0,0.0,3,Cloudy,Partly Cloudy,2024-03-28T15:00:00,Station C,1042
True,30.8,4.0,0.0,71,Rain,Drizzle,2024-03-28T16:00:00,Station A,1214
True,-4.1,0.0,2.4,68,Snow,Heavy Snowfall,2024-03-28T17:00:00,Station C,796
False,8.4,0.0,2.6,78,Snow,Snow Showers,2024-03-28T18:00:00,Station A,1221
False,3.9,8.0,0.0,0,Rain,Heavy Rain,2024-03-28T19:00:00,Station B,679
True,0.1,0.0,0.0,40,Cloudy,Partly Cloudy,2024-03-28T20:00:00,Station A,198
True,-9.4,0.0,2.5,12,Snow,Light Snow,2024-03-28T21:00:00,Station C,1365
True,0.2,0.9,0.0,7,Rain,Light Rain,2024-03-28T22:00:00,Station D,1228
True,23.5,5.8,0.0,79,Rain,Drizzle,2024-03-28T23:00:00,Station B,195
False,10.7,0.0,0.0,26,Cloudy,Mostly Cloudy,2024-03-29T00:00:00,Station D,438
True,2.4,4.5,0.0,39,Rain,Heavy Rain,2024-03-29T01:00:00,Station B,1176
True,10.0,0.0,2.1,3,Snow,Snow Showers,2024-03-29T02:00:00,Station D,313
False,27.7,0.0,0.0,88,Clear,Sunny,2024-03-29T03:00:00,Station A,896
True,-8.5,0.0,2.8,80,Snow,Snow Showers,2024-03-29T04:00:00,Station A,781
False,16.7,0.0,0.0,68,Cloudy,Partly Cloudy,2024-03-29T05:00:00,Station B,210
False,-8.3,0.0,0.0,32,Cloudy,Mostly Cloudy,2024-03-29T06:00:00,Station D,200
False,14.5,0.8,0.0,44,Rain,Heavy Rain,2024-03-29T07:00:00,Station A,245
True,26.0,3.9,0.0,91,Rain,Drizzle,2024-03-29T08:00:00,Station C,799
True,19.1,0.0,0.0,6,Snow,Heavy Snowfall,2024-03-29T09:00:00,Station A,633
True,4.0,0.0,0.0,91,Clear,Bright day,2024-03-29T10:00:00,Station B,688
True,1.2,0.0,0.0,97,Clear,Sunny,2024-03-29T11:00:00,Station C,1168
False,-0.6,0.0,0.0,87,Clear,Sunny,2024-03-29T12:00:00,Station A,833
False,6.7,0.0,0.0,65,Cloudy,Mostly Cloudy,2024-03-29T13:00:00,Station A,1164
True,10.0,0.0,0.0,84,Clear,Sunny,2024-03-29T14:00:00,Station C,1156
False,17.4,3.4,0.0,20,Rain,Drizzle,2024-03-29T15:00:00,Station D,832
False,22.5,0.0,0.0,26,Cloudy,Overcast,2024-03-29T16:00:00,Station D,751
False,17.2,0.0,0.0,24,Clear,Clear skies,2024-03-29T17:00:00,Station B,1009
False,24.6,0.0,0.0,97,Clear,Sunny,2024-03-29T18:00:00,Station A,934
True,-2.4,0.0,0.0,76,Clear,Bright day,2024-03-29T19:00:00,Station D,1441
False,-6.5,2.0,0.0,28,Rain,Heavy Rain,2024-03-29T20:00:00,Station A,347
False,14.2,0.0,0.0,42,Clear,Bright day,2024-03-29T21:00:00,Station A,1183
True,26.0,2.4,0.0,20,Rain,Light Rain,2024-03-29T22:00:00,Station A,1397
True,34.7,0.0,0.0,37,Clear,Sunny,2024-03-29T23:00:00,Station D,1450
False,17.0,4.7,0.0,28,Rain,Heavy Rain,2024-03-30T00:00:00,Station A,64
True,2.5,4.8,0.0,91,Rain,Drizzle,2024-03-30T01:00:00,Station C,1479
False,10.0,0.0,0.0,10,Cloudy,Partly Cloudy,2024-03-30T02:00:00,Station B,180
False,1.0,2.7,0.0,93,Rain,Heavy Rain,2024-03-30T03:00:00,Station A,1045
False,1.2,0.0,2.9,23,Snow,Light Snow,2024-03-30T04:00:00,Station B,55
False,7.3,0.0,0.0,95,Cloudy,Overcast,2024-03-30T05:00:00,Station A,1144
True,26.6,9.1,0.0,62,Rain,Heavy Rain,2024-03-30T06:00:00,Station B,62
False,31.8,0.0,0.0,42,Clear,Sunny,2024-03-30T07:00:00,Station D,156
True,0.7,0.0,1.9,50,Snow,Heavy Snowfall,2024-03-30T08:00:00,Station A,314
True,18.1,5.9,0.0,1,Rain,Drizzle,2024-03-30T09:00:00,Station D,72
True,-7.4,0.0,0.0,21,Clear,Sunny,2024-03-30T10:00:00,Station A,535
True,17.4,0.0,0.0,2,Cloudy,Mostly Cloudy,2024-03-30T11:00:00,Station C,744
True,6.7,0.0,3.0,96,Snow,Heavy Snowfall,2024-03-30T12:00:00,Station B,523
False,-7.8,0.0,2.2,5,Snow,Snow Showers,2024-03-30T13:00:00,Station B,322
True,4.5,8.1,0.0,84,Rain,Light Rain,2024-03-30T14:00:00,Station D,1340
False,15.1,6.0,0.0,95,Rain,Heavy Rain,2024-03-30T15:00:00,Station C,1470
True,15.1,0.0,0.0,15,Clear,Bright day,2024-03-30T16:00:00,Station B,1341
False,5.8,2.1,0.0,80,Rain,Heavy Rain,2024-03-30T17:00:00,Station D,629
False,16.9,0.0,0.0,21,Cloudy,Overcast,2024-03-30T18:00:00,Station D,1454
True,12.3,0.0,2.0,78,Snow,Snow Showers,2024-03-30T19:00:00,Station A,74
False,3.9,0.0,2.2,17,Snow,Heavy Snowfall,2024-03-30T20:00:00,Station A,656
False,-9.3,0.0,4.0,51,Snow,Heavy Snowfall,2024-03-30T21:00:00,Station B,178
True,6.9,0.0,0.0,9,Clear,Sunny,2024-03-30T22:00:00,Station C,457
False,22.7,0.0,0.0,86,Cloudy,Partly Cloudy,2024-03-30T23:00:00,Station D,234
True,-7.6,5.3,0.0,54,Rain,Heavy Rain,2024-03-31T00:00:00,Station A,1221
True,3.6,0.0,0.0,32,Cloudy,Mostly Cloudy,2024-03-31T01:00:00,Station B,478
False,15.5,0.6,0.0,56,Rain,Drizzle,2024-03-31T02:00:00,Station C,818
False,20.6,0.0,0.0,12,Cloudy,Mostly Cloudy,2024-03-31T03:00:00,Station C,705
False,10.7,5.7,0.0,92,Rain,Heavy Rain,2024-03-31T04:00:00,Station A,213
True,-0.3,0.0,4.4,74,Snow,Light Snow,2024-03-31T05:00:00,Station C,1184
False,18.2,0.0,2.0,33,Snow,Heavy Snowfall,2024-03-31T06:00:00,Station C,64
False,-1.6,0.0,0.0,98,Clear,Clear skies,2024-03-31T07:00:00,Station D,547
True,28.5,8.1,0.0,31,Rain,Light Rain,2024-03-31T08:00:00,Station A,255
False,12.0,2.2,0.0,55,Rain,Light Rain,2024-03-31T09:00:00,Station A,344
False,34.9,0.0,0.0,72,Cloudy,Partly Cloudy,2024-03-31T10:00:00,Station B,879
True,31.5,0.0,0.0,71,Cloudy,Overcast,2024-03-31T11:00:00,Station A,709
False,17.8,0.0,0.9,48,Snow,Snow Showers,2024-03-31T12:00:00,Station D,388
True,22.4,0.0,0.0,28,Cloudy,Overcast,2024-03-31T13:00:00,Station B,742
True,-1.8,0.0,0.0,87,Cloudy,Partly Cloudy,2024-03-31T14:00:00,Station B,1228
True,17.8,0.0,0.0,54,Clear,Bright day,2024-03-31T15:00:00,Station A,516
True,-0.4,3.0,0.0,17,Rain,Drizzle,2024-03-31T16:00:00,Station C,1401
True,11.7,0.0,0.0,86,Clear,Clear skies,2024-03-31T17:00:00,Station B,707
False,30.4,0.6,0.0,16,Rain,Heavy Rain,2024-03-31T18:00:00,Station C,956
True,33.2,0.0,0.0,70,Cloudy,Overcast,2024-03-31T19:00:00,Station A,304
True,-0.4,1.5,0.0,31,Rain,Light Rain,2024-03-31T20:00:00,Station D,935
True,11.0,0.0,0.4,59,Snow,Snow Showers,2024-03-31T21:00:00,Station D,1086
True,11.5,9.3,0.0,93,Rain,Light Rain,2024-03-31T22:00:00,Station D,957
False,7.0,0.0,0.0,30,Clear,Bright day,2024-03-31T23:00:00,Station C,120
True,12.7,0.0,0.0,79,Cloudy,Mostly Cloudy,2024-04-01T00:00:00,Station C,673
False,27.1,0.0,0.0,93,Clear,Bright day,2024-04-01T01:00:00,Station C,1361
True,30.4,0.0,0.0,16,Clear,Bright day,2024-04-01T02:00:00,Station C,603
True,24.1,0.0,2.1,100,Snow,Snow Showers,2024-04-01T03:00:00,Station D,910
False,-9.4,0.0,3.5,20,Snow,Heavy Snowfall,2024-04-01T04:00:00,Station A,440
False,22.8,2.8,0.0,52,Rain,Heavy Rain,2024-04-01T05:00:00,Station D,967
False,13.5,0.0,0.0,13,Cloudy,Mostly Cloudy,2024-04-01T06:00:00,Station D,495
False,16.9,0.0,0.0,32,Clear,Sunny,2024-04-01T07:00:00,Station C,1496
True,29.0,6.0,0.0,1,Rain,Light Rain,2024-04-01T08:00:00,Station C,1405
False,-0.3,0.0,1.1,37,Snow,Snow Showers,2024-04-01T09:00:00,Station D,1259
True,-2.9,0.0,0.0,12,Cloudy,Mostly Cloudy,2024-04-01T10:00:00,Station A,1172
False,3.0,9.3,0.0,78,Rain,Light Rain,2024-04-01T11:00:00,Station A,516
True,20.8,0.0,0.0,23,Clear,Sunny,2024-04-01T12:00:00,Station A,944
True,3.5,8.3,0.0,63,Rain,Heavy Rain,2024-04-01T13:00:00,Station B,1354
True,12.7,0.0,4.2,95,Snow,Light Snow,2024-04-01T14:00:00,Station D,1076
False,18.9,0.0,0.3,67,Snow,Light Snow,2024-04-01T15:00:00,Station B,1396
False,21.4,0.0,0.0,49,Clear,Bright day,2024-04-01T16:00:00,Station D,459
False,11.0,0.0,3.0,39,Snow,Light Snow,2024-04-01T17:00:00,Station C,605
True,10.0,0.0,3.9,87,Snow,Heavy Snowfall,2024-04-01T18:00:00,Station C,842
True,28.6,0.0,0.0,79,Clear,Sunny,2024-04-01T19:00:00,Station B,960
True,27.8,0.0,0.0,6,Clear,Clear skies,2024-04-01T20:00:00,Station D,171
False,-4.0,0.0,1.6,51,Snow,Heavy Snowfall,2024-04-01T21:00:00,Station A,702
False,12.5,9.3,0.0,42,Rain,Heavy Rain,2024-04-01T22:00:00,Station D,866
False,-5.5,0.0,1.3,45,Snow,Light Snow,2024-04-01T23:00:00,Station C,932
False,13.6,0.0,0.0,49,Clear,Bright day,2024-04-02T00:00:00,Station A,741
False,-7.4,0.7,0.0,87,Rain,Heavy Rain,2024-04-02T01:00:00,Station B,833
False,-2.1,0.0,0.0,19,Clear,Clear skies,2024-04-02T02:00:00,Station C,575
False,-9.8,0.0,4.2,37,Snow,Heavy Snowfall,2024-04-02T03:00:00,Station A,462
False,24.9,0.0,0.0,65,Clear,Sunny,2024-04-02T04:00:00,Station D,701
False,33.1,0.0,0.2,2,Snow,Snow Showers,2024-04-02T05:00:00,Station A,1324
True,18.9,0.0,0.0,65,Cloudy,Overcast,2024-04-02T06:00:00,Station B,174
True,17.5,0.0,0.0,69,Clear,Sunny,2024-04-02T07:00:00,Station C,1145
True,2.1,0.0,0.0,27,Clear,Bright day,2024-04-02T08:00:00,Station C,1234
False,11.4,0.0,0.0,77,Clear,Sunny,2024-04-02T09:00:00,Station D,1042
False,15.0,1.1,0.0,19,Rain,Drizzle,2024-04-02T10:00:00,Station C,792
False,4.3,0.0,0.0,38,Clear,Sunny,2024-04-02T11:00:00,Station C,136
False,21.1,0.0,2.5,96,Snow,Snow Showers,2024-04-02T12:00:00,Station C,79
True,-9.2,3.4,0.0,86,Rain,Light Rain,2024-04-02T13:00:00,Station B,1336
False,22.3,0.0,0.0,21,Clear,Sunny,2024-04-02T14:00:00,Station D,563
True,5.9,0.0,0.0,11,Cloudy,Partly Cloudy,2024-04-02T15:00:00,Station A,1136
True,-1.4,0.0,0.0,59,Clear,Sunny,2024-04-02T16:00:00,Station C,689
False,23.5,0.0,0.0,72,Clear,Clear skies,2024-04-02T17:00:00,Station B,1411
False,6.3,0.0,4.7,58,Snow,Light Snow,2024-04-02T18:00:00,Station C,1394
True,13.5,1.6,0.0,87,Rain,Drizzle,2024-04-02T19:00:00,Station D,57
True,13.1,0.0,0.5,89,Snow,Light Snow,2024-04-02T20:00:00,Station C,910
False,-8.6,0.0,0.0,54,Cloudy,Mostly Cloudy,2024-04-02T21:00:00,Station B,1366
True,10.7,8.4,0.0,21,Rain,Light Rain,2024-04-02T22:00:00,Station D,649
True,-9.9,0.0,0.0,89,Cloudy,Mostly Cloudy,2024-04-02T23:00:00,Station D,875
True,-5.8,0.0,0.0,47,Clear,Clear skies,2024-04-03T00:00:00,Station B,1134
False,-3.4,3.8,0.0,99,Rain,Drizzle,2024-04-03T01:00:00,Station B,790
True,14.7,0.0,4.7,79,Snow,Light Snow,2024-04-03T02:00:00,Station C,362
False,19.4,0.0,0.0,28,Cloudy,Mostly Cloudy,2024-04-03T03:00:00,Station D,293
True,0.3,0.0,0.0,21,Cloudy,Overcast,2024-04-03T04:00:00,Station A,1441
False,29.3,7.1,0.0,34,Rain,Light Rain,2024-04-03T05:00:00,Station D,1335
False,16.1,0.0,0.4,57,Snow,Snow Showers,2024-04-03T06:00:00,Station C,961
True,16.7,0.8,0.0,25,Rain,Heavy Rain,2024-04-03T07:00:00,Station C,1165
True,-7.0,0.0,1.6,65,Snow,Heavy Snowfall,2024-04-03T08:00:00,Station B,1283
False,34.4,7.6,0.0,65,Rain,Light Rain,2024-04-03T09:00:00,Station C,1334
False,1.9,0.0,0.0,64,Cloudy,Partly Cloudy,2024-04-03T10:00:00,Station D,1098
False,33.2,0.0,0.0,19,Clear,Clear skies,2024-04-03T11:00:00,Station B,1453
True,16.7,0.0,0.0,30,Cloudy,Overcast,2024-04-03T12:00:00,Station A,1445
True,28.2,0.0,0.0,80,Clear,Sunny,2024-04-03T13:00:00,Station A,230
False,24.5,0.0,0.0,65,Clear,Sunny,2024-04-03T14:00:00,Station D,104
True,24.2,0.0,0.2,91,Snow,Snow Showers,2024-04-03T15:00:00,Station D,292
True,25.1,0.0,0.0,61,Cloudy,Partly Cloudy,2024-04-03T16:00:00,Station B,1257
False,30.7,0.0,0.0,35,Cloudy,Mostly Cloudy,2024-04-03T17:00:00,Station B,1097
False,0.9,0.0,2.1,5,Snow,Heavy Snowfall,2024-04-03T18:00:00,Station C,721
False,5.2,0.0,0.0,24,Cloudy,Overcast,2024-04-03T19:00:00,Station D,1464
True,23.3,0.0,4.2,30,Snow,Light Snow,2024-04-03T20:00:00,Station D,1397
False,18.4,6.8,0.0,43,Rain,Drizzle,2024-04-03T21:00:00,Station C,701
True,19.0,5.2,0.0,16,Rain,Drizzle,2024-04-03T22:00:00,Station A,1315
True,-8.0,3.7,0.0,33,Rain,Light Rain,2024-04-03T23:00:00,Station C,1092
True,3.9,4.8,0.0,8,Rain,Light Rain,2024-04-04T00:00:00,Station A,155
True,-1.1,5.4,0.0,6,Rain,Heavy Rain,2024-04-04T01:00:00,Station B,959
False,-8.3,0.0,0.0,95,Clear,Clear skies,2024-04-04T02:00:00,Station D,1358
False,0.4,0.0,0.0,18,Clear,Clear skies,2024-04-04T03:00:00,Station D,669
True,8.5,4.7,0.0,33,Rain,Light Rain,2024-04-04T04:00:00,Station D,650
False,26.6,0.0,1.1,38,Snow,Snow Showers,2024-04-04T05:00:00,Station D,325
False,19.8,0.0,1.8,64,Snow,Snow Showers,2024-04-04T06:00:00,Station B,1070
False,9.8,0.0,0.0,84,Cloudy,Mostly Cloudy,2024-04-04T07:00:00,Station B,263
False,15.4,0.0,0.0,17,Clear,Bright day,2024-04-04T08:00:00,Station B,231
True,-2.6,8.2,0.0,82,Rain,Heavy Rain,2024-04-04T09:00:00,Station C,514
True,6.8,0.0,3.1,94,Snow,Heavy Snowfall,2024-04-04T10:00:00,Station A,570
False,32.6,0.0,1.5,3,Snow,Heavy Snowfall,2024-04-04T11:00:00,Station D,837
False,22.7,0.0,3.2,22,Snow,Heavy Snowfall,2024-04-04T12:00:00,Station C,780
True,23.3,0.0,3.0,34,Snow,Snow Showers,2024-04-04T13:00:00,Station A,919
True,32.7,9.0,0.0,1,Rain,Heavy Rain,2024-04-04T14:00:00,Station A,207
False,0.3,7.6,0.0,12,Rain,Heavy Rain,2024-04-04T15:00:00,Station A,610
False,-0.8,4.9,0.0,71,Rain,Light Rain,2024-04-04T16:00:00,Station A,971
True,8.2,0.0,0.0,68,Cloudy,Overcast,2024-04-04T17:00:00,Station B,1410
False,33.3,0.0,0.0,54,Cloudy,Mostly Cloudy,2024-04-04T18:00:00,Station A,1349
False,26.9,0.0,4.5,90,Snow,Snow Showers,2024-04-04T19:00:00,Station A,901
False,23.6,0.0,0.0,76,Clear,Clear skies,2024-04-04T20:00:00,Station D,900
True,34.9,0.0,0.0,17,Clear,Clear skies,2024-04-04T21:00:00,Station A,857
True,25.7,0.0,0.0,17,Clear,Bright day,2024-04-04T22:00:00,Station B,312
False,16.5,0.4,0.0,78,Rain,Heavy Rain,2024-04-04T23:00:00,Station B,477
True,6.1,0.0,0.5,62,Snow,Snow Showers,2024-04-05T00:00:00,Station B,976
True,26.6,1.2,0.0,35,Rain,Drizzle,2024-04-05T01:00:00,Station B,651
True,25.0,0.0,0.0,31,Cloudy,Partly Cloudy,2024-04-05T02:00:00,Station B,767
True,9.5,0.0,4.3,46,Snow,Light Snow,2024-04-05T03:00:00,Station C,821
True,23.8,0.0,0.0,62,Cloudy,Overcast,2024-04-05T04:00:00,Station D,827
True,18.5,0.0,3.8,78,Snow,Snow Showers,2024-04-05T05:00:00,Station C,1359
False,26.5,0.0,0.2,33,Snow,Light Snow,2024-04-05T06:00:00,Station D,493
False,-7.1,7.2,0.0,43,Rain,Heavy Rain,2024-04-05T07:00:00,Station B,476
True,-3.7,0.0,2.7,61,Snow,Snow Showers,2024-04-05T08:00:00,Station C,1222
False,-7.0,0.0,0.0,29,Cloudy,Partly Cloudy,2024-04-05T09:00:00,Station D,789
True,11.7,5.8,0.0,87,Rain,Heavy Rain,2024-04-05T10:00:00,Station A,455
False,21.4,0.0,0.0,33,Clear,Bright day,2024-04-05T11:00:00,Station A,1254
False,-7.1,8.7,0.0,27,Rain,Light Rain,2024-04-05T12:00:00,Station D,66
True,9.8,6.5,0.0,31,Rain,Drizzle,2024-04-05T13:00:00,Station C,920
True,13.8,0.0,0.0,89,Clear,Sunny,2024-04-05T14:00:00,Station B,815
True,-6.1,0.0,0.4,31,Snow,Snow Showers,2024-04-05T15:00:00,Station A,238
False,14.1,0.0,0.5,61,Snow,Heavy Snowfall,2024-04-05T16:00:00,Station B,80
False,-8.0,0.0,3.2,12,Snow,Snow Showers,2024-04-05T17:00:00,Station A,705
True,10.4,0.5,0.0,97,Rain,Light Rain,2024-04-05T18:00:00,Station B,1365
False,31.6,0.0,0.0,31,Cloudy,Partly Cloudy,2024-04-05T19:00:00,Station D,197
True,8.2,0.0,0.0,1,Cloudy,Overcast,2024-04-05T20:00:00,Station B,158
False,9.4,0.0,0.0,64,Cloudy,Mostly Cloudy,2024-04-05T21:00:00,Station A,736
False,-2.4,7.4,0.0,17,Rain,Light Rain,2024-04-05T22:00:00,Station A,246
True,11.6,0.0,0.4,52,Snow,Light Snow,2024-04-05T23:00:00,Station A,704
True,30.2,0.0,3.7,54,Snow,Light Snow,2024-04-06T00:00:00,Station A,338
True,-8.6,3.2,0.0,4,Rain,Light Rain,2024-04-06T01:00:00,Station B,1252
True,7.0,0.0,0.0,47,Clear,Sunny,2024-04-06T02:00:00,Station B,1391
False,24.1,0.0,0.0,14,Clear,Sunny,2024-04-06T03:00:00,Station A,574
False,0.3,0.0,0.0,24,Clear,Sunny,2024-04-06T04:00:00,Station B,406
False,-2.9,0.0,0.0,27,Clear,Clear skies,2024-04-06T05:00:00,Station D,1274
False,-4.3,3.0,0.0,42,Rain,Heavy Rain,2024-04-06T06:00:00,Station D,1075
False,25.7,0.0,2.9,54,Snow,Light Snow,2024-04-06T07:00:00,Station C,930
False,-7.5,0.0,0.0,95,Cloudy,Overcast,2024-04-06T08:00:00,Station C,1244
False,20.2,0.0,4.3,81,Snow,Heavy Snowfall,2024-04-06T09:00:00,Station D,546
False,11.2,0.0,0.0,79,Cloudy,Partly Cloudy,2024-04-06T10:00:00,Station C,525
False,-2.0,3.8,0.0,88,Rain,Heavy Rain,2024-04-06T11:00:00,Station A,877
False,24.4,3.9,0.0,62,Rain,Light Rain,2024-04-06T12:00:00,Station A,372
True,3.5,0.0,3.9,53,Snow,Light Snow,2024-04-06T13:00:00,Station A,806
False,3.0,4.4,0.0,20,Rain,Heavy Rain,2024-04-06T14:00:00,Station D,604
False,-0.6,0.0,0.0,43,Cloudy,Overcast,2024-04-06T15:00:00,Station C,1238
False,3.0,0.0,0.0,19,Cloudy,Partly Cloudy,2024-04-06T16:00:00,Station C,1498
False,5.2,0.8,0.0,13,Rain,Drizzle,2024-04-06T17:00:00,Station B,1362
False,18.1,0.0,0.0,95,Cloudy,Partly Cloudy,2024-04-06T18:00:00,Station D,509
True,14.7,5.0,0.0,52,Rain,Drizzle,2024-04-06T19:00:00,Station B,928
False,-5.4,0.0,0.7,100,Snow,Heavy Snowfall,2024-04-06T20:00:00,Station A,1208
True,-5.7,0.0,0.0,53,Clear,Sunny,2024-04-06T21:00:00,Station B,509
True,10.8,0.0,0.0,88,Cloudy,Overcast,2024-04-06T22:00:00,Station D,109
False,-4.1,0.0,0.0,60,Cloudy,Mostly Cloudy,2024-04-06T23:00:00,Station D,170
False,2.3,0.0,0.0,12,Clear,Clear skies,2024-04-07T00:00:00,Station B,1306
True,22.9,0.0,0.0,49,Cloudy,Overcast,2024-04-07T01:00:00,Station A,1225
False,7.9,0.0,0.0,36,Clear,Clear skies,2024-04-07T02:00:00,Station B,452
True,18.9,0.0,0.0,41,Cloudy,Partly Cloudy,2024-04-07T03:00:00,Station D,345
True,8.2,9.2,0.0,96,Rain,Heavy Rain,2024-04-07T04:00:00,Station C,441
True,-0.3,8.2,0.0,1,Rain,Drizzle,2024-04-07T05:00:00,Station B,587
False,8.6,0.0,0.0,82,Cloudy,Mostly Cloudy,2024-04-07T06:00:00,Station A,834
True,8.4,0.0,0.0,79,Clear,Clear skies,2024-04-07T07:00:00,Station D,1426
True,-0.1,0.0,0.0,42,Cloudy,Overcast,2024-04-07T08:00:00,Station B,277
True,5.7,0.0,0.0,21,Clear,Sunny,2024-04-07T09:00:00,Station D,1219
True,17.1,0.0,0.0,72,Cloudy,Overcast,2024-04-07T10:00:00,Station D,1248
True,2.2,0.0,0.0,29,Cloudy,Partly Cloudy,2024-04-07T11:00:00,Station B,606
False,26.0,0.0,1.4,84,Snow,Light Snow,2024-04-07T12:00:00,Station D,255
False,-7.2,0.0,0.0,93,Clear,Clear skies,2024-04-07T13:00:00,Station C,195
True,34.7,0.0,0.0,9,Clear,Sunny,2024-04-07T14:00:00,Station B,1164
True,16.0,0.0,0.0,36,Clear,Sunny,2024-04-07T15:00:00,Station D,1258
True,30.5,1.6,0.0,83,Rain,Drizzle,2024-04-07T16:00:00,Station A,129
True,8.2,0.0,0.2,15,Snow,Light Snow,2024-04-07T17:00:00,Station D,198
False,33.0,0.0,0.0,15,Cloudy,Mostly Cloudy,2024-04-07T18:00:00,Station C,460
True,1.8,1.6,0.0,70,Rain,Heavy Rain,2024-04-07T19:00:00,Station C,172
True,-7.2,0.0,0.0,54,Clear,Clear skies,2024-04-07T20:00:00,Station B,1029
False,7.2,0.0,0.0,69,Cloudy,Partly Cloudy,2024-04-07T21:00:00,Station A,213
True,-4.8,0.0,0.0,63,Clear,Bright day,2024-04-07T22:00:00,Station A,326
True,3.7,0.0,0.0,17,Clear,Sunny,2024-04-07T23:00:00,Station C,1000
False,-4.6,8.4,0.0,11,Rain,Heavy Rain,2024-04-08T00:00:00,Station A,990
False,-6.6,0.0,1.1,89,Snow,Heavy Snowfall,2024-04-08T01:00:00,Station B,943
True,3.3,0.0,3.0,48,Snow,Light Snow,2024-04-08T02:00:00,Station C,539
True,33.7,6.6,0.0,78,Rain,Drizzle,2024-04-08T03:00:00,Station D,826
False,18.9,0.0,0.0,31,Cloudy,Partly Cloudy,2024-04-08T04:00:00,Station C,293
True,0.7,0.0,0.0,90,Clear,Clear skies,2024-04-08T05:00:00,Station A,737
False,19.9,0.0,0.9,76,Snow,Heavy Snowfall,2024-04-08T06:00:00,Station A,186
False,-2.5,3.2,0.0,43,Rain,Drizzle,2024-04-08T07:00:00,Station C,1393
False,-3.7,0.0,0.0,0,Clear,Clear skies,2024-04-08T08:00:00,Station C,794
False,14.4,0.0,1.4,74,Snow,Snow Showers,2024-04-08T09:00:00,Station A,1126
True,15.7,9.5,0.0,64,Rain,Light Rain,2024-04-08T10:00:00,Station D,502
False,34.6,0.0,0.0,75,Clear,Clear skies,2024-04-08T11:00:00,Station C,1485
False,31.3,2.1,0.0,84,Rain,Light Rain,2024-04-08T12:00:00,Station D,795
False,22.6,0.0,1.9,81,Snow,Snow Showers,2024-04-08T13:00:00,Station B,322
