station_name,datetime,precipitation,snow,temperature,weather_condition,clouds
Station C,2024-04-03T07:00:00,0.8,0.0,16.7,Rain,25
Station B,2024-04-03T08:00:00,5.8,1.6,-7.0,Snow,65
Station C,2024-04-03T09:00:00,7.6,0.0,34.4,Rain,65
Station D,2024-04-03T10:00:00,0.0,0.0,1.9,Cloudy,64
Station B,2024-04-03T11:00:00,0.0,0.0,33.2,Clear,19
Station A,2024-04-03T12:00:00,0.0,0.0,16.7,Cloudy,30
Station A,2024-04-03T13:00:00,0.0,0.0,28.2,Clear,80
Station D,2024-04-03T14:00:00,0.0,0.0,24.5,Clear,65
Station D,2024-04-03T15:00:00,9.7,0.2,24.2,Snow,91
Station B,2024-04-03T16:00:00,0.0,0.0,25.1,Cloudy,61
Station B,2024-04-03T17:00:00,0.0,0.0,30.7,Cloudy,35
Station C,2024-04-03T18:00:00,3.2,2.1,0.9,Snow,5
Station D,2024-04-03T19:00:00,0.0,0.0,5.2,Cloudy,24
Station D,2024-04-03T20:00:00,7.7,4.2,23.3,Snow,30
Station C,2024-04-03T21:00:00,6.8,0.0,18.4,Rain,43
Station A,2024-04-03T22:00:00,5.2,0.0,19.0,Rain,16
Station C,2024-04-03T23:00:00,3.7,0.0,-8.0,Rain,33
Station A,2024-04-04T00:00:00,4.8,0.0,3.9,Rain,8
Station B,2024-04-04T01:00:00,5.4,0.0,-1.1,Rain,6
Station D,2024-04-04T02:00:00,0.0,0.0,-8.3,Clear,95
Station D,2024-04-04T03:00:00,0.0,0.0,0.4,Clear,18
Station D,2024-04-04T04:00:00,4.7,0.0,8.5,Rain,33
Station D,2024-04-04T05:00:00,0.7,1.1,26.6,Snow,38
Station B,2024-04-04T06:00:00,8.7,1.8,19.8,Snow,64
Station B,2024-04-04T07:00:00,0.0,0.0,9.8,Cloudy,84
Station B,2024-04-04T08:00:00,0.0,0.0,15.4,Clear,17
Station C,2024-04-04T09:00:00,8.2,0.0,-2.6,Rain,82
Station A,2024-04-04T10:00:00,5.5,3.1,6.8,Snow,94
Station D,2024-04-04T11:00:00,9.1,1.5,32.6,Snow,3
Station C,2024-04-04T12:00:00,3.5,3.2,22.7,Snow,22
Station A,2024-04-04T13:00:00,9.2,3.0,23.3,Snow,34
Station A,2024-04-04T14:00:00,9.0,0.0,32.7,Rain,1
Station A,2024-04-04T15:00:00,7.6,0.0,0.3,Rain,12
Station A,2024-04-04T16:00:00,4.9,0.0,-0.8,Rain,71
Station B,2024-04-04T17:00:00,0.0,0.0,8.2,Cloudy,68
Station A,2024-04-04T18:00:00,0.0,0.0,33.3,Cloudy,54
Station A,2024-04-04T19:00:00,1.2,4.5,26.9,Snow,90
Station D,2024-04-04T20:00:00,0.0,0.0,23.6,Clear,76
Station A,2024-04-04T21:00:00,0.0,0.0,34.9,Clear,17
Station B,2024-04-04T22:00:00,0.0,0.0,25.7,Clear,17
Station B,2024-04-04T23:00:00,0.4,0.0,16.5,Rain,78
Station B,2024-04-05T00:00:00,7.4,0.5,6.1,Snow,62
Station B,2024-04-05T01:00:00,1.2,0.0,26.6,Rain,35
Station B,2024-04-05T02:00:00,0.0,0.0,25.0,Cloudy,31
Station C,2024-04-05T03:00:00,3.1,4.3,9.5,Snow,46
Station D,2024-04-05T04:00:00,0.0,0.0,23.8,Cloudy,62
Station C,2024-04-05T05:00:00,3.6,3.8,18.5,Snow,78
Station D,2024-04-05T06:00:00,3.0,0.2,26.5,Snow,33
Station B,2024-04-05T07:00:00,7.2,0.0,-7.1,Rain,43
Station C,2024-04-05T08:00:00,5.3,2.7,-3.7,Snow,61
Station D,2024-04-05T09:00:00,0.0,0.0,-7.0,Cloudy,29
Station A,2024-04-05T10:00:00,5.8,0.0,11.7,Rain,87
Station A,2024-04-05T11:00:00,0.0,0.0,21.4,Clear,33
Station D,2024-04-05T12:00:00,8.7,0.0,-7.1,Rain,27
Station C,2024-04-05T13:00:00,6.5,0.0,9.8,Rain,31
Station B,2024-04-05T14:00:00,0.0,0.0,13.8,Clear,89
Station A,2024-04-05T15:00:00,2.1,0.4,-6.1,Snow,31
Station B,2024-04-05T16:00:00,1.7,0.5,14.1,Snow,61
Station A,2024-04-05T17:00:00,6.7,3.2,-8.0,Snow,12
Station B,2024-04-05T18:00:00,0.5,0.0,10.4,Rain,97
Station D,2024-04-05T19:00:00,0.0,0.0,31.6,Cloudy,31
Station B,2024-04-05T20:00:00,0.0,0.0,8.2,Cloudy,1
Station A,2024-04-05T21:00:00,0.0,0.0,9.4,Cloudy,64
Station A,2024-04-05T22:00:00,7.4,0.0,-2.4,Rain,17
Station A,2024-04-05T23:00:00,1.0,0.4,11.6,Snow,52
Station A,2024-04-06T00:00:00,2.1,3.7,30.2,Snow,54
Station B,2024-04-06T01:00:00,3.2,0.0,-8.6,Rain,4
Station B,2024-04-06T02:00:00,0.0,0.0,7.0,Clear,47
Station A,2024-04-06T03:00:00,0.0,0.0,24.1,Clear,14
Station B,2024-04-06T04:00:00,0.0,0.0,0.3,Clear,24
Station D,2024-04-06T05:00:00,0.0,0.0,-2.9,Clear,27
Station D,2024-04-06T06:00:00,3.0,0.0,-4.3,Rain,42
Station C,2024-04-06T07:00:00,1.7,2.9,25.7,Snow,54
Station C,2024-04-06T08:00:00,0.0,0.0,-7.5,Cloudy,95
Station D,2024-04-06T09:00:00,6.3,4.3,20.2,Snow,81
Station C,2024-04-06T10:00:00,0.0,0.0,11.2,Cloudy,79
Station A,2024-04-06T11:00:00,3.8,0.0,-2.0,Rain,88
Station A,2024-04-06T12:00:00,3.9,0.0,24.4,Rain,62
Station A,2024-04-06T13:00:00,2.7,3.9,3.5,Snow,53
Station D,2024-04-06T14:00:00,4.4,0.0,3.0,Rain,20
Station C,2024-04-06T15:00:00,0.0,0.0,-0.6,Cloudy,43
Station C,2024-04-06T16:00:00,0.0,0.0,3.0,Cloudy,19
Station B,2024-04-06T17:00:00,0.8,0.0,5.2,Rain,13
Station D,2024-04-06T18:00:00,0.0,0.0,18.1,Cloudy,95
Station B,2024-04-06T19:00:00,5.0,0.0,14.7,Rain,52
Station A,2024-04-06T20:00:00,7.3,0.7,-5.4,Snow,100
Station B,2024-04-06T21:00:00,0.0,0.0,-5.7,Clear,53
Station D,2024-04-06T22:00:00,0.0,0.0,10.8,Cloudy,88
Station D,2024-04-06T23:00:00,0.0,0.0,-4.1,Cloudy,60
Station B,2024-04-07T00:00:00,0.0,0.0,2.3,Clear,12
Station A,2024-04-07T01:00:00,0.0,0.0,22.9,Cloudy,49
Station B,2024-04-07T02:00:00,0.0,0.0,7.9,Clear,36
Station D,2024-04-07T03:00:00,0.0,0.0,18.9,Cloudy,41
Station C,2024-04-07T04:00:00,9.2,0.0,8.2,Rain,96
Station B,2024-04-07T05:00:00,8.2,0.0,-0.3,Rain,1
Station A,2024-04-07T06:00:00,0.0,0.0,8.6,Cloudy,82
Station D,2024-04-07T07:00:00,0.0,0.0,8.4,Clear,79
Station B,2024-04-07T08:00:00,0.0,0.0,-0.1,Cloudy,42
Station D,2024-04-07T09:00:00,0.0,0.0,5.7,Clear,21
Station D,2024-04-07T10:00:00,0.0,0.0,17.1,Cloudy,72
Station B,2024-04-07T11:00:00,0.0,0.0,2.2,Cloudy,29
Station D,2024-04-07T12:00:00,9.6,1.4,26.0,Snow,84
Station C,2024-04-07T13:00:00,0.0,0.0,-7.2,Clear,93
Station B,2024-04-07T14:00:00,0.0,0.0,34.7,Clear,9
Station D,2024-04-07T15:00:00,0.0,0.0,16.0,Clear,36
Station A,2024-04-07T16:00:00,1.6,0.0,30.5,Rain,83
Station D,2024-04-07T17:00:00,5.4,0.2,8.2,Snow,15
Station C,2024-04-07T18:00:00,0.0,0.0,33.0,Cloudy,15
Station C,2024-04-07T19:00:00,1.6,0.0,1.8,Rain,70
Station B,2024-04-07T20:00:00,0.0,0.0,-7.2,Clear,54
Station A,2024-04-07T21:00:00,0.0,0.0,7.2,Cloudy,69
Station A,2024-04-07T22:00:00,0.0,0.0,-4.8,Clear,63
Station C,2024-04-07T23:00:00,0.0,0.0,3.7,Clear,17
Station A,2024-04-08T00:00:00,8.4,0.0,-4.6,Rain,11
Station B,2024-04-08T01:00:00,9.3,1.1,-6.6,Snow,89
Station C,2024-04-08T02:00:00,4.3,3.0,3.3,Snow,48
Station D,2024-04-08T03:00:00,6.6,0.0,33.7,Rain,78
Station C,2024-04-08T04:00:00,0.0,0.0,18.9,Cloudy,31
Station A,2024-04-08T05:00:00,0.0,0.0,0.7,Clear,90
Station A,2024-04-08T06:00:00,9.7,0.9,19.9,Snow,76
Station C,2024-04-08T07:00:00,3.2,0.0,-2.5,Rain,43
Station C,2024-04-08T08:00:00,0.0,0.0,-3.7,Clear,0
Station A,2024-04-08T09:00:00,7.0,1.4,14.4,Snow,74
Station D,2024-04-08T10:00:00,9.5,0.0,15.7,Rain,64
Station C,2024-04-08T11:00:00,0.0,0.0,34.6,Clear,75
Station D,2024-04-08T12:00:00,2.1,0.0,31.3,Rain,84
Station B,2024-04-08T13:00:00,4.6,1.9,22.6,Snow,81
Station C,2024-04-08T14:00:00,0.0,0.0,7.2,Clear,33
Station A,2024-04-08T15:00:00,0.0,0.0,28.7,Clear,37
Station B,2024-04-08T16:00:00,0.0,0.0,12.9,Clear,48
Station A,2024-04-08T17:00:00,8.8,0.0,26.4,Snow,99
Station A,2024-04-08T18:00:00,1.4,0.0,-5.5,Rain,97
Station D,2024-04-08T19:00:00,0.0,0.0,12.6,Cloudy,24
Station B,2024-04-08T20:00:00,0.0,0.0,-3.6,Cloudy,29
Station B,2024-04-08T21:00:00,4.7,0.0,14.1,Rain,1
Station C,2024-04-08T22:00:00,0.0,0.0,2.3,Clear,0
Station A,2024-04-08T23:00:00,0.0,0.0,30.0,Cloudy,47
Station C,2024-04-09T00:00:00,0.0,0.0,4.1,Clear,99
Station B,2024-04-09T01:00:00,0.0,0.0,25.6,Cloudy,0
Station C,2024-04-09T02:00:00,6.0,2.3,34.1,Snow,71
Station A,2024-04-09T03:00:00,0.0,0.0,30.3,Clear,3
Station C,2024-04-09T04:00:00,0.0,0.0,-6.5,Cloudy,38
Station A,2024-04-09T05:00:00,4.1,0.0,11.1,Rain,36
Station B,2024-04-09T06:00:00,0.0,0.0,-6.2,Clear,22
Station D,2024-04-09T07:00:00,0.0,0.0,5.5,Cloudy,96
Station B,2024-04-09T08:00:00,1.2,0.7,16.3,Snow,71
Station B,2024-04-09T09:00:00,3.2,1.7,15.9,Snow,76
Station C,2024-04-09T10:00:00,5.4,0.0,24.6,Rain,89
Station A,2024-04-09T11:00:00,5.7,0.2,33.4,Snow,77
Station D,2024-04-09T12:00:00,0.0,0.0,-7.0,Clear,48
Station D,2024-04-09T13:00:00,7.6,1.9,0.5,Snow,30
Station C,2024-04-09T14:00:00,0.0,0.0,8.6,Cloudy,56
Station A,2024-04-09T15:00:00,0.6,0.0,30.5,Rain,75
Station A,2024-04-09T16:00:00,4.0,0.0,11.6,Rain,24
Station D,2024-04-09T17:00:00,7.7,0.0,3.6,Rain,34
Station A,2024-04-09T18:00:00,7.4,0.0,-1.7,Rain,86
Station C,2024-04-09T19:00:00,0.0,0.0,-8.6,Clear,98
Station B,2024-04-09T20:00:00,3.4,0.0,22.4,Rain,14
Station C,2024-04-09T21:00:00,9.6,0.0,2.7,Rain,58
Station D,2024-04-09T22:00:00,1.6,2.3,-2.7,Snow,1
Station B,2024-04-09T23:00:00,3.6,0.0,17.0,Rain,86
Station B,2024-04-10T00:00:00,0.2,4.1,-7.9,Snow,28
Station B,2024-04-10T01:00:00,0.0,0.0,-2.9,Clear,56
Station B,2024-04-10T02:00:00,0.0,0.0,3.6,Cloudy,3
Station B,2024-04-10T03:00:00,0.0,0.0,20.8,Clear,45
Station D,2024-04-10T04:00:00,0.0,0.0,28.6,Cloudy,60
Station B,2024-04-10T05:00:00,2.2,0.0,-8.5,Rain,96
Station A,2024-04-10T06:00:00,8.2,0.0,25.1,Rain,68
Station A,2024-04-10T07:00:00,0.5,2.9,20.2,Snow,12
Station C,2024-04-10T08:00:00,0.0,0.0,17.2,Cloudy,62
Station A,2024-04-10T09:00:00,0.0,0.0,21.9,Clear,23
Station A,2024-04-10T10:00:00,3.4,3.6,-1.7,Snow,18
Station D,2024-04-10T11:00:00,0.0,0.0,23.3,Clear,65
Station D,2024-04-10T12:00:00,0.0,0.0,-10.0,Cloudy,29
Station B,2024-04-10T13:00:00,0.0,0.0,19.3,Clear,49
Station A,2024-04-10T14:00:00,4.4,0.0,7.0,Rain,42
Station A,2024-04-10T15:00:00,0.0,0.0,3.3,Clear,78
Station A,2024-04-10T16:00:00,0.0,0.0,10.3,Clear,85
Station D,2024-04-10T17:00:00,6.6,0.0,5.5,Rain,7
Station B,2024-04-10T18:00:00,0.0,0.0,15.9,Clear,100
Station C,2024-04-10T19:00:00,6.6,4.0,-7.5,Snow,70
Station B,2024-04-10T20:00:00,0.0,0.0,20.4,Cloudy,8
Station D,2024-04-10T21:00:00,0.0,0.0,18.3,Clear,49
Station C,2024-04-10T22:00:00,0.0,0.0,-3.2,Cloudy,17
Station C,2024-04-10T23:00:00,0.0,0.0,29.1,Cloudy,9
Station C,2024-04-11T00:00:00,0.8,1.4,31.0,Snow,28
Station A,2024-04-11T01:00:00,0.0,0.0,32.3,Clear,3
Station B,2024-04-11T02:00:00,0.0,0.0,21.6,Cloudy,31
Station C,2024-04-11T03:00:00,6.3,4.3,17.0,Snow,44
Station D,2024-04-11T04:00:00,5.5,0.0,12.1,Rain,13
Station C,2024-04-11T05:00:00,0.0,0.0,30.3,Clear,43
Station A,2024-04-11T06:00:00,0.0,0.0,2.4,Clear,99
Station B,2024-04-11T07:00:00,4.3,4.3,3.2,Snow,50
Station B,2024-04-11T08:00:00,3.2,1.7,34.7,Snow,23
Station D,2024-04-11T09:00:00,4.7,0.0,7.4,Rain,96
Station D,2024-04-11T10:00:00,1.6,0.0,9.2,Rain,75
Station C,2024-04-11T11:00:00,0.0,0.0,3.8,Clear,2
Station A,2024-04-11T12:00:00,5.7,1.6,-4.2,Snow,74
Station B,2024-04-11T13:00:00,0.0,0.0,24.5,Clear,53
Station D,2024-04-11T14:00:00,0.0,0.0,32.5,Cloudy,76
Station D,2024-04-11T15:00:00,0.0,0.0,20.8,Cloudy,32
Station B,2024-04-11T16:00:00,0.0,0.0,9.7,Clear,38
Station B,2024-04-11T17:00:00,0.0,0.0,-1.2,Cloudy,100
Station A,2024-04-11T18:00:00,7.2,0.0,33.8,Rain,44
Station A,2024-04-11T19:00:00,4.6,0.0,19.5,Rain,89
Station B,2024-04-11T20:00:00,0.0,0.0,10.4,Clear,37
Station B,2024-04-11T21:00:00,1.6,0.3,22.9,Snow,82
Station A,2024-04-11T22:00:00,7.3,0.1,8.0,Snow,62
Station B,2024-04-11T23:00:00,0.0,0.0,34.1,Cloudy,100
Station A,2024-04-12T00:00:00,0.0,0.0,34.5,Clear,8
Station C,2024-04-12T01:00:00,2.5,0.0,7.4,Rain,16
Station B,2024-04-12T02:00:00,3.8,4.7,20.4,Snow,57
Station D,2024-04-12T03:00:00,0.9,1.0,23.3,Snow,92
Station C,2024-04-12T04:00:00,6.0,0.0,29.5,Rain,55
Station C,2024-04-12T05:00:00,0.0,0.0,29.0,Clear,14
Station C,2024-04-12T06:00:00,0.0,0.0,31.9,Clear,72
Station A,2024-04-12T07:00:00,0.0,0.0,30.5,Clear,13
Station D,2024-04-12T08:00:00,7.2,0.0,30.5,Rain,100
Station A,2024-04-12T09:00:00,0.0,0.0,23.0,Cloudy,67
Station C,2024-04-12T10:00:00,0.0,0.0,2.7,Clear,7
Station C,2024-04-12T11:00:00,3.4,3.4,30.2,Snow,49
Station A,2024-04-12T12:00:00,4.8,0.0,19.1,Rain,65
Station A,2024-04-12T13:00:00,0.0,0.0,18.1,Cloudy,5
Station C,2024-04-12T14:00:00,4.9,4.1,10.1,Snow,36
Station A,2024-04-12T15:00:00,0.0,0.0,30.0,Clear,19
Station B,2024-04-12T16:00:00,0.9,1.8,-5.4,Snow,89
Station D,2024-04-12T17:00:00,0.0,0.0,15.6,Clear,10
Station C,2024-04-12T18:00:00,0.0,0.0,-1.0,Cloudy,84
Station A,2024-04-12T19:00:00,9.8,0.0,5.0,Rain,3
Station C,2024-04-12T20:00:00,5.9,0.0,14.3,Rain,82
Station B,2024-04-12T21:00:00,2.4,0.0,6.4,Rain,31
Station B,2024-04-12T22:00:00,0.9,4.5,19.7,Snow,51
Station A,2024-04-12T23:00:00,0.0,0.0,4.9,Clear,87
Station D,2024-04-13T00:00:00,0.0,0.0,26.7,Cloudy,0
Station C,2024-04-13T01:00:00,0.0,0.0,30.5,Cloudy,20
Station D,2024-04-13T02:00:00,6.5,1.3,15.2,Snow,75
Station A,2024-04-13T03:00:00,0.0,0.0,-4.3,Cloudy,40
Station D,2024-04-13T04:00:00,0.0,0.0,-9.8,Clear,30
Station A,2024-04-13T05:00:00,8.4,3.2,29.9,Snow,16
Station D,2024-04-13T06:00:00,9.5,0.6,31.4,Snow,58
Station C,2024-04-13T07:00:00,0.0,0.0,23.0,Cloudy,88
Station A,2024-04-13T08:00:00,0.0,0.0,9.9,Clear,1
Station A,2024-04-13T09:00:00,0.0,0.0,28.6,Cloudy,91
Station C,2024-04-13T10:00:00,9.6,1.7,30.0,Snow,27
Station D,2024-04-13T11:00:00,8.3,3.9,24.1,Snow,12
Station D,2024-04-13T12:00:00,0.0,0.0,6.4,Clear,48
Station D,2024-04-13T13:00:00,3.0,3.0,10.5,Snow,98
Station B,2024-04-13T14:00:00,0.0,0.0,25.1,Cloudy,36
Station C,2024-04-13T15:00:00,0.0,0.0,32.1,Cloudy,20
Station D,2024-04-13T16:00:00,6.2,0.0,25.1,Rain,25
Station A,2024-04-13T17:00:00,0.0,0.0,1.6,Clear,97
Station A,2024-04-13T18:00:00,6.7,0.0,2.8,Rain,88
Station C,2024-04-13T19:00:00,1.1,4.5,18.8,Snow,100
Station A,2024-04-13T20:00:00,0.0,0.0,7.9,Clear,8
Station A,2024-04-13T21:00:00,0.0,0.0,8.1,Clear,17
Station C,2024-04-13T22:00:00,8.6,4.6,16.9,Snow,43
Station C,2024-04-13T23:00:00,0.0,0.0,12.1,Cloudy,45
Station C,2024-04-14T00:00:00,8.2,1.9,15.7,Snow,60
Station D,2024-04-14T01:00:00,8.1,0.0,27.4,Rain,86
Station D,2024-04-14T02:00:00,0.0,0.0,8.3,Cloudy,84
Station B,2024-04-14T03:00:00,2.6,0.0,14.2,Rain,50
Station D,2024-04-14T04:00:00,0.0,0.0,-9.9,Cloudy,37
Station D,2024-04-14T05:00:00,0.0,0.0,3.7,Clear,11
Station A,2024-04-14T06:00:00,0.0,0.0,24.5,Clear,71
Station D,2024-04-14T07:00:00,0.0,0.0,32.9,Clear,51
Station B,2024-04-14T08:00:00,0.0,0.0,30.4,Cloudy,40
Station B,2024-04-14T09:00:00,0.0,0.0,30.8,Clear,11
Station A,2024-04-14T10:00:00,0.0,0.0,14.9,Cloudy,8
Station A,2024-04-14T11:00:00,1.7,0.0,33.5,Rain,68
Station C,2024-04-14T12:00:00,0.0,0.0,14.5,Clear,42
Station A,2024-04-14T13:00:00,0.0,0.0,31.6,Cloudy,6
Station D,2024-04-14T14:00:00,7.7,2.0,-6.0,Snow,54
Station A,2024-04-14T15:00:00,0.0,0.0,20.3,Cloudy,17
Station C,2024-04-14T16:00:00,7.7,4.2,34.2,Snow,89
Station A,2024-04-14T17:00:00,0.0,0.0,20.6,Clear,44
Station D,2024-04-14T18:00:00,6.2,1.5,17.2,Snow,25
Station A,2024-04-14T19:00:00,6.1,0.0,20.0,Rain,17
Station C,2024-04-14T20:00:00,0.0,0.0,22.8,Clear,96
Station D,2024-04-14T21:00:00,0.0,0.0,12.3,Clear,65
Station B,2024-04-14T22:00:00,5.3,3.3,9.5,Snow,30
Station D,2024-04-14T23:00:00,0.0,0.0,31.6,Cloudy,58
Station D,2024-04-15T00:00:00,8.3,2.6,10.0,Snow,55
Station D,2024-04-15T01:00:00,0.0,0.0,34.5,Clear,50
Station A,2024-04-15T02:00:00,2.4,1.6,16.1,Snow,37
Station C,2024-04-15T03:00:00,4.6,0.0,11.4,Rain,79
Station D,2024-04-15T04:00:00,8.4,4.6,-8.9,Snow,37
Station A,2024-04-15T05:00:00,0.0,0.0,32.4,Clear,90
Station A,2024-04-15T06:00:00,5.8,2.9,11.7,Snow,42
Station C,2024-04-15T07:00:00,0.0,0.0,14.0,Clear,68
Station D,2024-04-15T08:00:00,0.0,0.0,29.3,Clear,7
Station B,2024-04-15T09:00:00,6.4,0.0,16.7,Rain,34
Station D,2024-04-15T10:00:00,0.5,0.0,10.8,Rain,81
Station B,2024-04-15T11:00:00,0.0,0.0,-5.4,Clear,15
Station A,2024-04-15T12:00:00,0.0,0.0,12.8,Clear,82
Station C,2024-04-15T13:00:00,0.0,0.0,23.9,Cloudy,73
Station C,2024-04-15T14:00:00,0.0,0.0,-2.7,Cloudy,23
Station B,2024-04-15T15:00:00,0.0,0.0,15.2,Clear,81
Station A,2024-04-15T16:00:00,9.4,4.1,-1.2,Snow,81
Station D,2024-04-15T17:00:00,0.0,0.0,21.6,Cloudy,33
Station B,2024-04-15T18:00:00,9.9,3.5,18.6,Snow,94
Station A,2024-04-15T19:00:00,6.6,0.0,7.6,Rain,39
Station D,2024-04-15T20:00:00,5.4,0.0,22.4,Rain,6
Station C,2024-04-15T21:00:00,3.3,0.0,-0.2,Rain,47
Station D,2024-04-15T22:00:00,5.1,3.3,31.7,Snow,45
Station B,2024-04-15T23:00:00,4.3,0.0,14.6,Rain,83
Station B,2024-04-16T00:00:00,5.2,1.2,27.3,Snow,50
Station C,2024-04-16T01:00:00,9.0,1.5,31.6,Snow,0
Station B,2024-04-16T02:00:00,9.8,0.0,1.0,Rain,38
Station A,2024-04-16T03:00:00,7.9,0.0,24.3,Rain,3
Station A,2024-04-16T04:00:00,0.0,0.0,2.1,Cloudy,68
Station A,2024-04-16T05:00:00,0.0,0.0,-1.1,Clear,58
Station A,2024-04-16T06:00:00,7.4,4.5,0.2,Snow,57
Station C,2024-04-16T07:00:00,0.0,0.0,15.3,Clear,30
Station B,2024-04-16T08:00:00,1.1,0.0,34.7,Rain,71
Station A,2024-04-16T09:00:00,1.8,0.0,-9.0,Rain,43
Station B,2024-04-16T10:00:00,1.4,0.0,29.8,Rain,29
Station B,2024-04-16T11:00:00,0.0,0.0,12.1,Cloudy,96
Station A,2024-04-16T12:00:00,0.0,0.0,0.8,Clear,18
Station B,2024-04-16T13:00:00,4.6,1.3,-1.7,Snow,45
Station D,2024-04-16T14:00:00,0.0,0.0,5.5,Cloudy,85
Station C,2024-04-16T15:00:00,5.5,3.4,13.8,Snow,28
Station A,2024-04-16T16:00:00,9.8,0.0,24.0,Rain,80
Station B,2024-04-16T17:00:00,6.7,0.0,-6.5,Rain,12
Station C,2024-04-16T18:00:00,0.0,0.0,10.4,Cloudy,88
Station D,2024-04-16T19:00:00,0.0,0.0,28.0,Cloudy,69
Station B,2024-04-16T20:00:00,10.0,0.7,7.3,Snow,32
Station C,2024-04-16T21:00:00,8.7,0.8,22.5,Snow,92
Station B,2024-04-16T22:00:00,5.3,2.6,13.1,Snow,3
Station B,2024-04-16T23:00:00,0.0,0.0,18.0,Clear,75
Station B,2024-04-17T00:00:00,0.0,0.0,27.5,Clear,77
Station C,2024-04-17T01:00:00,0.0,0.0,23.5,Clear,55
Station A,2024-04-17T02:00:00,5.9,0.0,17.7,Rain,92
Station D,2024-04-17T03:00:00,1.0,0.9,20.5,Snow,29
Station A,2024-04-17T04:00:00,9.4,0.0,5.5,Rain,64
Station B,2024-04-17T05:00:00,0.0,0.0,6.6,Clear,18
Station C,2024-04-17T06:00:00,0.0,0.0,-3.5,Clear,86
Station B,2024-04-17T07:00:00,7.7,0.0,11.2,Rain,16
Station B,2024-04-17T08:00:00,0.0,0.0,22.3,Clear,14
Station C,2024-04-17T09:00:00,5.2,0.0,30.3,Rain,24
Station C,2024-04-17T10:00:00,0.0,0.0,29.7,Cloudy,55
Station A,2024-04-17T11:00:00,0.0,0.0,34.2,Cloudy,85
Station A,2024-04-17T12:00:00,6.8,0.0,8.4,Rain,2
Station B,2024-04-17T13:00:00,8.1,4.5,33.2,Snow,100
Station A,2024-04-17T14:00:00,0.8,0.3,20.8,Snow,18
Station B,2024-04-17T15:00:00,0.0,0.0,16.7,Cloudy,12
Station A,2024-04-17T16:00:00,4.6,0.0,-0.2,Rain,56
Station C,2024-04-17T17:00:00,0.0,0.0,13.1,Cloudy,72
Station D,2024-04-17T18:00:00,7.4,0.0,28.3,Rain,44
Station A,2024-04-17T19:00:00,0.1,0.0,4.3,Rain,35
Station D,2024-04-17T20:00:00,0.0,0.0,12.2,Cloudy,71
Station C,2024-04-17T21:00:00,3.2,0.0,-2.3,Rain,7
Station A,2024-04-17T22:00:00,0.0,0.0,25.1,Cloudy,83
Station B,2024-04-17T23:00:00,4.6,0.0,20.8,Rain,52
Station A,2024-04-18T00:00:00,0.0,0.0,25.5,Cloudy,30
Station A,2024-04-18T01:00:00,0.0,0.0,19.9,Cloudy,70
Station A,2024-04-18T02:00:00,2.8,0.0,1.0,Rain,12
Station C,2024-04-18T03:00:00,0.0,0.0,-9.9,Cloudy,19
Station B,2024-04-18T04:00:00,0.0,0.0,24.7,Cloudy,4
Station D,2024-04-18T05:00:00,0.0,0.0,25.1,Clear,92
Station A,2024-04-18T06:00:00,0.0,0.0,15.4,Cloudy,68
Station D,2024-04-18T07:00:00,0.0,0.0,7.1,Cloudy,94
Station C,2024-04-18T08:00:00,0.5,0.1,11.7,Snow,54
Station A,2024-04-18T09:00:00,0.0,0.0,31.1,Clear,60
Station B,2024-04-18T10:00:00,7.9,0.0,6.4,Rain,71
Station B,2024-04-18T11:00:00,0.0,0.0,-9.7,Cloudy,58
Station A,2024-04-18T12:00:00,2.6,0.0,3.7,Rain,82
Station D,2024-04-18T13:00:00,0.0,0.0,7.8,Cloudy,78
Station B,2024-04-18T14:00:00,2.4,2.2,12.4,Snow,54
Station D,2024-04-18T15:00:00,0.0,0.0,0.8,Cloudy,54
Station B,2024-04-18T16:00:00,9.2,2.2,27.3,Snow,97
Station C,2024-04-18T17:00:00,2.0,4.2,10.6,Snow,26
Station C,2024-04-18T18:00:00,0.0,0.0,22.8,Clear,21
Station D,2024-04-18T19:00:00,0.0,0.0,3.4,Clear,38
Station D,2024-04-18T20:00:00,0.0,4.8,22.7,Snow,26
Station D,2024-04-18T21:00:00,0.0,0.0,3.4,Clear,87
Station B,2024-04-18T22:00:00,6.0,0.0,0.2,Rain,65
Station D,2024-04-18T23:00:00,2.5,0.0,-8.8,Rain,61
Station D,2024-04-19T00:00:00,5.5,3.9,-0.3,Snow,2
Station C,2024-04-19T01:00:00,0.0,0.0,20.7,Cloudy,62
Station B,2024-04-19T02:00:00,0.0,0.0,5.5,Clear,97
Station A,2024-04-19T03:00:00,0.0,0.0,32.1,Cloudy,61
Station B,2024-04-19T04:00:00,2.6,0.0,-8.0,Rain,8
Station A,2024-04-19T05:00:00,0.0,0.0,10.3,Clear,69
Station D,2024-04-19T06:00:00,0.0,0.0,-1.3,Clear,66
Station D,2024-04-19T07:00:00,0.0,0.0,5.1,Clear,61
Station D,2024-04-19T08:00:00,6.2,0.0,17.6,Rain,74
Station B,2024-04-19T09:00:00,0.0,0.0,-4.4,Clear,62
Station D,2024-04-19T10:00:00,5.5,0.0,23.2,Rain,66
Station D,2024-04-19T11:00:00,0.0,0.0,-0.5,Clear,63
Station B,2024-04-19T12:00:00,0.0,0.0,-1.0,Clear,52
Station D,2024-04-19T13:00:00,1.8,0.0,10.2,Rain,45
